smiles,score
c1cc(ccc1CCC(=O)N2C[C@@H]([C@@H](C2)CO)C[NH+]3CCC(CC3)CO)F,8.619184494018555
Cc1ccccc1Cn2cc(c3c2cccc3)/C=C/4\C(=O)N(C(=S)S4)C,8.60421371459961
CC(C)C[N@@H+](CC(=O)N1[C@@H](CC(=N1)c2cc3ccccc3o2)c4ccco4)C5CC5,8.587430000305176
CC(=O)Nc1ccc(cc1)NC(=O)C[N@@](CCc2ccccc2)S(=O)(=O)c3ccccc3,8.565546035766602
C[N@@H+]1CCc2c(c(ncn2)N(C)CCOc3cccc(c3)F)C1,8.540324211120605
C[N@]1[C@H](C[C@H](NS1(=O)=O)c2ccc(cc2)F)C(=O)NCCc3ccccc3,8.540324211120605
C[N@H+]1CCc2c(c3nncn3c(c2C#N)NCc4cccnc4)C1,8.540324211120605
c1cnn2c1C[N@@H+](C[C@H]2CN3CCCC3=O)CC4CCC4,8.538875579833984
CO[C@@H]1CC[N@@H+]([C@H]1Cc2ccccc2)Cc3cccs3,8.538875579833984
Cn1ccnc1C[N@H+]2CCC[C@@H]2C(=O)Nc3ccccc3c4ccc(cc4)OC,8.538875579833984
c1ccnc(c1)CN2CC3(CCC2=O)CC[NH+](CC3)C[C@H]4CCC=CC4,8.514307975769043
CC[N@@H+]1CCc2c(c(c3ccccc3n2)C(=O)Nc4ccccc4F)C1,8.458703994750977
C[N@@H+](Cc1cc([nH]c1)C#N)[C@@H]2C[C@@H]3CC(=O)NC[C@@H]3C2,8.458703994750977
Cc1ccc(c(c1)C)NC2=[NH+]c3nc(cc(=O)n3[C@H](N2)c4ccc(cc4)C(C)C)C,8.439728736877441
C[C@@H]1CCc2c(cccc2F)[C@@H]1NC(=O)N(C)Cc3cnccn3,8.428078651428223
CCOc1ccc(cc1C)S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)Nc3ccc(cc3C)Cl,8.428078651428223
Cc1ccccc1C(=O)Nc2c(c3c(s2)CCCC3)C(=O)NC[C@H]4CCCO4,8.428078651428223
c1ccc(cc1)[C@@H]2CCCN2C(=O)c3cccc(c3)[C@H]4CCC[NH2+]C4,8.428078651428223
Cn1c(cc(n1)C2CC2)C(=O)N[C@H](c3ccc(cc3)Cl)c4ccncc4,8.428078651428223
Cc1c2c([nH]c1C(=O)OC[C@H]3CCCO3)C[C@@H]([C@@H](C2=O)C(=O)OC)C,8.428078651428223
